"comments","likes","shares","text"
"92","1595","6","India's star all-rounder has revealed why he pushed so hard to return from injury during the knockout stages of #CWC23 👀

Details 👇"
"534","46011","375","The probing left-arm orthodox of Imad Wasim 👏

#cricket #cricketreels"
"282","7523","48","A number of international players showcasing their craft 🏏

The best PSL performers as the #T20WorldCup approaches 🏆"
"45","1584","13","The first of five T20Is goes to England in Dunedin 🙌

#NZvENG scorecard 📲 https://bit.ly/49Ze0lh"
"78","2983","2","A return for Litton Das as Bangladesh name their Test squad to face Sri Lanka 📝

More from #BANvSL 👇

#WTC25"
"254","9997","142","Always pushing the limits is Virat Kohli 👊

#ICC #Cricket #CricketReels"
"358","7197","63","In such scintillating form and helping his team to PSL glory, could Imad Wasim make a shock return for Pakistan at the upcoming #T20WorldCup? 🏆

More 👇"
"529","92158","601","Keeping his cool in the Kolkata heat 🔥

Virat Kohli's unbeaten fifty against Pakistan at T20 World Cup 2016 📺"
"163","2409","6","Reversing his retirement decision from last year, Wanindu Hasaranga returns to Sri Lanka's Test squad 🏏

More 📝"
"104","2282","4","After dominating in the WPL, the game's stars look ahead to deliver Women's #T20WorldCup 2024 glory 👇"
"748","15564","58","Afghanistan seal series victory over Ireland in Sharjah 👏

#AFGvIRE scorecard 👏 https://bit.ly/43lP1pM"
"1397","42607","105","Litton Das returns as Najmul Hossain Shanto prepares for first series as full-time Test captain 👀

More 👉 https://bit.ly/3TFid7Y

#WTC25 | #BANvSL"
"53","6346","48","The trademark Joe Root shot ™️

#T20WorldCup #CricketReels #Cricket"
"483","4691","30","Sri Lanka get a major boost for the #WTC25 series against Bangladesh 👀

#BANvSL"
"3589","105656","223","Bangladesh win the #BANvSL ODI series 2-1 🏆✨

📝: https://bit.ly/4cltrG1"
"93","7672","97","Carnage from Joe Root 🥵

#OnThisDay in 2016, Root's 83* helped 🏴󠁧󠁢󠁥󠁮󠁧󠁿 complete the highest #T20WorldCup run chase against South Africa 🤯"
"46","3741","15","Imran Tahir’s spin-bowling mastery on full display 🎥

#Reels #CricketReels #cricket #CWC15"
"57","3440","17","Relive how Imran Tahir powered South Africa into the 2015 ICC Men's Cricket World Cup semi-final with a sizzling 4/26 against Sri Lanka ⚡️

🗓️ #OnThisDay"
"165","19246","378","Could it be ‘Perry Perry Lady’ lighting up this year’s @T20WorldCup? 😉

#reels #cricketreels #cricket #t20worldcup"
"166","7471","12","Key batter and former skipper returns to Bangladesh's squad for the first Test against Sri Lanka 👊

#BANvSL | #WTC25"
"5711","130788","742","Bangladesh seal series win after Rishad Hossain's stunning 18-ball cameo 🤯

#BANvSL 📝: https://bit.ly/3Tk0QbK"
"69","1184","6","Ireland opener penalised for breaching ICC's Code of Conduct 👀

More ⬇️"
"1272","44025","134","Dominance 👊

Rashid Khan's all-round brilliance helped Afghanistan level the #AFGvIRE T20I series 1-1 👏

📸: @ACBofficials"
"664","20025","212","Janith Liyanage led Sri Lanka’s fightback with his maiden international century, helping them set a target of 236 🎯

Can Bangladesh chase this down to seal the series?

#BANvSL | 📝 https://bit.ly/3Vnee17"
"84","8256","17","Nerves of steel from Stafanie Taylor 💪

#cricket #cricketreels"
"308","51209","153","Edge of your seat stuff from Mount Maunganui 🍿

Relive the thrilling finale between West Indies and Bangladesh from Cricket World Cup 2022 📽"
"41","6860","27","Seemingly effortless from the great Andrew Symonds at #CWC03 💥🏏"
"35","1637","13","Opposing captains Suzie Bates and Heather Knight all smiles ahead of the first #NZvENG T20I in Dunedin on Tuesday 🤩"
"82","1799","7","ICYMI Sri Lanka will be forced into a change for the final #BANvSL ODI 👇"
"380","8572","38","⭐ Established stars performing
👀 Newer faces stepping up

How the best at the WPL shape up ahead of Women's #T20WorldCup 2024 👇"
"74","3550","55","Power, timing and precision 🏏

Andrew Symonds' tough 91* to help Australia claim a semi-final victory against Sri Lanka at Cricket World Cup 2003 👏"
"17","987","2","New Zealand have made their final addition to their T20I squad to take on England  📝

More ahead of #NZvENG 👇"
"1102","48061","149","Another brilliant showing from Rashid Khan to level Afghanistan's T20I series with Ireland 👏

#AFGvIRE scorecard 📲 https://bit.ly/4cdxsMZ"
"135","2239","10","Sri Lanka will be without the services of Dilshan Madushanka in the #BANvSL ODI series decider.

Details 👇"
"66","3213","46","🔸 Two catches
🔸 72 from 107

#OnThisDay, Niall O’Brien starred in Ireland’s famous victory over Pakistan in the 2007 ICC Men’s Cricket World Cup 🔥"
"60","2881","17","Amelia Kerr and Sophie Devine to miss the opening fixture of the five-match T20I series against England.

#NZvENG | Details 👉 https://bit.ly/3To8jGu"
"166","3961","7","Tanzim Hasan Sakib set to miss the third #BANvSL ODI 👀

Details 👇"
"620","55060","185","One of Bangladesh’s most memorable @cricketworldcup wins 🙌

#cricket #reel #cricketreel #CWC07"
"1235","70073","1066","Relive how Bangladesh stunned India at the 2007 ICC Men’s Cricket World Cup clash by orchestrating a famous victory in Port of Spain 📽️"
"242","2422","10","A hurdle for Dilshan Madushanka and Sri Lanka after an injury in the second #BANvSL ODI.

More 👇"
"970","25899","3571","On this day 28 years ago, the unforgettable knock of Aravinda de Silva to seal Sri Lanka's Cricket World Cup 1996 Final victory 🏆"
"19","805","4","New Zealand have been forced into a reshuffle ahead of their home T20I series against England 📝

More from #NZvENG 👇"
"36","1249","2","Australia's upcoming opponents Bangladesh have revealed their squad for their upcoming ODI series, as part of the ICC Women's Championship 👇"
"83","1349","2","An extra boost for Sri Lanka at the #T20WorldCup 👇"
"359","20811","43","Bangladesh announce their ODI squad for the home series against Australia 👊

#BANvAUS | More ➡️ https://bit.ly/490zVY9"
"155","5181","26","Australia begin their white-ball tour of Bangladesh with a three-match ODI series, starting 21 March.

More on their squad ➡️ https://bit.ly/3IGi3qP"
"61","1455","7","Stop clock in white-ball cricket ✅
Men’s T20WC 2024 reserve days ✅
Men’s T20WC 2026 Qualification process ✅

ICYMI: All the latest updates from the ICC board meeting 👇"
"104","2145","5","Bangladesh will look to secure crucial ICC Women's Championship points in the upcoming series against Australia 👊

More on their squad ⬇

#BANvAUS

"
"104","2546","14","🇱🇰 name fast-bowling coach in preparations for the ICC Men's #T20WorldCup 2024 👀"
"28","3404","55","Herschelle Gibbs goes bang 💥

#cricket #cricketreels"
"370","46030","1040","6️⃣ 6️⃣ 6️⃣ 6️⃣ 6️⃣ 6️⃣

#OnThisDay in 2007, Herschelle Gibbs became first player to hit six sixes in an over of international cricket. He achieved the feat in the ICC Cricket World Cup  against Netherlands 🔥"
"319","3396","14","A key change for Bangladesh ahead of the series decider against Sri Lanka 👀

Details ⬇

#BANvSL

"
"397","5671","33","Bangladesh to host Zimbabwe for five T20Is in lead-up to the Men's #T20WorldCup 2024 👏

Details ⬇

#BANvZIM

"
"1090","30874","124","Pathum Nissanka smashed his sixth ODI hundred to help Sri Lanka draw level in the ODI series 👊

#BANvSL 📝:https://bit.ly/43mNC2l"
"15","513","2","Predicted to return to action in April ahead of #T20WorldCup 👀

Lungi Ngidi was ruled out from IPL due to an injury."
"39","847","8","Ponting sees a strong possibility of quick growth of cricket in the USA 👊

More from the latest ICC Review 👉 https://bit.ly/3ICFH7J"
"12","450","4","ICC 100% Cricket Superstar Darcie Brown has been ruled out of the Bangladesh tour 👀

Will she recover in time for the Women’s T20 World Cup 2024?"
"27","1444","7","Now retired from Tests, Matthew Wade will hope to be there at the ICC Men's #T20WorldCup 2024 in June 👊

Read on ➡️ https://bit.ly/43iFhN0"
"46","1072","12","A ⭐ from the inaugural U19 Women's #T20WorldCup!

16-year-old Karabo Meso has earned a place in 🇿🇦's T20I squad for the Sri Lanka series 👀

Full squad details 👉 https://bit.ly/3TbDIfa"
"1317","53607","400","Ireland's Paul Stirling becomes the first player to hit 400 fours in men's T20Is 💥

#IREvAFG 📝: https://bit.ly/43mbx1N"
"2831","51943","1132","Nissanka, Asalanka sizzle as Sri Lanka draw level in the ODI series with a hard-fought win 👏

#BANvSL 📝:https://bit.ly/3wSPBPH"
"138","4059","29","ICC to mandate use of stop-clocks in between overs in white-ball cricket ⌛

Details ➡ https://bit.ly/3Tr52qe"
"416","7882","26","Star spinner Rashid Khan is set to return from injury during Afghanistan's three-match T20I series against Ireland 🙌"
"331","2111","34","JUST IN: ICC to introduce stop-clock rule permanently in white-ball cricket.

Details 👇"
"19","608","4","Rising star from the class of ICC U19 Women’s T20 World Cup 2023 earns maiden call-up in South Africa’s T20I squad 🤩

#SAvSL | Details 👇"
"29","644","5","Key pacer ruled out of Australia’s tour of Bangladesh, raising concerns over her participation in this year’s ICC Women’s #T20WorldCup 👀

#BANvAUS | Details 👇"
"21","861","6","Cricket South Africa anticipates fast bowlers' return ahead of #T20WorldCup 👀

More ⬇️"
"83","2502","12","Matthew Wade announces retirement from the longest format 👀"
"107","8334","110","As thrilling as it gets 😱

#OnThisDay, in 2007, Ireland versus Zimbabwe at the ICC Cricket World Cup ended in a last-ball tie 🤯"
"45","2180","21","Absolute scenes in Kingston 😮

#cricket #cricketreels"
"28","899","8","The USA will get ready for June's #T20WorldCup that they will co-host with a pair of T20I series at home against Canada and Bangladesh 💪

Details 👇"
"360","14486","85","Australia great Ricky Ponting can't wait to see India against Pakistan in New York at the #T20WorldCup 2024 💥

More 👉 https://www.icc-cricket.com/news/ponting-anticipates-exciting-times-for-cricket-ahead-of-india-pakistan-t20-world-cup-clash"
"32","1340","16","Some amazing footage has been revealed in this behind the scenes look at the #T20WorldCup 2024 campaign film 😮

"
"44","989","8","Additional tickets for this year's #T20WorldCup in the West Indies and USA will be available for purchase from Tuesday 19 March 👀

More 👇

"
"758","43669","80","Najmul Hossain Shanto has earned massive praise from veteran Bangladesh star Mushfiqur Rahim for his terrific hundred in the first #BANvSL ODI 🌟

More 👉 https://bit.ly/48OW0sA"
"147","2403","7","Co-hosts USA set to play Canada, Bangladesh ahead of the 2024 #T20WorldCup 👏

Details ⬇

"
"122","4506","44","India 🆚 Pakistan. In New York. At #T20WorldCup 2024.

Ricky Ponting couldn’t be more excited 🤩

#TheICCReview #Cricket #CricketReels"
"34","1269","10","A glimpse into the exclusive behind-the-scene footage of the #T20WorldCup 2024 commercial 👌

Details ⬇

"
"110","12763","87","Inside the #T20WorldCup 2024 commercial's production 🤩

#cricket #cricketreels"
"104","1958","7","🚨 BIG ANNOUNCEMENT 🚨

ICC unveil more tickets for the Men's #T20WorldCup 2024 🎟️

Details ⬇️"
"369","30377","488","Lethal Shane Bond ⚡

#cricket #cricketreels"
"180","3533","49","85* off 76 👊

Revisit MS Dhoni's stellar showing against Zimbabwe at the ICC Men's Cricket World Cup 2015 🔥 

#CWC15"
"289","9202","16","Najmul Hossain Shanto received backing from a star teammate after his match-winning ton against Sri Lanka 👏

Details ⬇

#BANvSL

"
"36","3292","21","UAE's Junaid Siddique is always asking questions 👀

#ICC #Cricket #CricketReels"
"93","4894","14","A dream day to help create history 📚

Fahima Khatun was the difference when Bangladesh claimed their first ever Women's Cricket World Cup victory on this day in 2022 against Pakistan 👏"
"122","5286","23","All song and dance after Bangladesh secured their first win at a Women's Cricket World Cup 🎵👏

#CWC22 #Cricket #CricketReels"
"1208","43711","131","Rashid Khan returns 🙌

The captain and leg-spinner headlines Afghanistan's squad to face Ireland 📝

More 👉 https://bit.ly/3vaahSQ

#AFGvIRE"
"23","759","4","England batter Harry Brook has confirmed his withdrawal from upcoming cricket after the death of his grandmother.

Brook's statement 👇"
"75","2677","57","The #CWC96 semi-final between Australia and the West Indies was an instant classic  📽"
"39","3988","64","The #CWC96 semi-final between Australia and the West Indies was an instant classic 📽️

#Cricket #CricketReels"
