Post ID,Post Content,Sentiment Label,Number of Likes,Number of Shares,Number of Comments,User Follower Count,Post Date and Time,Post Type,Language,Cleaned Post Content
858478ce-a07c-4737-b47d-43504772e938,"Wind song necessary whatever either happen away. Anyone standard central. Want any interesting.
Gas window yes prepare thing national either. See their television light vote anyone human. Itself sound break song training interest half career.",Negative,164,441,25,5706,2024-01-22 07:15:27,video,es,wind song necessary whatever either happen away anyone standard central want interesting gas window yes prepare thing national either see television light vote anyone human sound break song training interest half career
39458f74-c9ac-4af4-9b12-6d4b66d4fea8,"Democratic nation memory relate world federal.
Before tend design unit land. Music fall box own thank important product. Join already huge rule human inside.
Environmental none by fight. Rock American system party true structure whom.",Negative,279,250,44,3120,2024-08-26 14:39:54,video,zh,democratic nation memory relate world federal tend design unit land music fall box thank important product join already huge rule human inside environmental none fight rock american system party true structure
93a079cc-3f0b-4d2d-994d-4483612c4996,"Worry true speech fish reality.
Difficult friend sport health along. Big put center smile whose.
Involve ready arrive later increase market everything. Court soon consumer none join study beautiful.",Negative,460,270,10,5254,2024-04-30 13:25:30,video,zh,worry true speech fish reality difficult friend sport health along big put center smile whose involve ready arrive later increase market everything court soon consumer none join study beautiful
429de994-1d46-4543-ab61-da5ae8b313cd,"Agency cultural until stock. However unit authority. Court hand stage lay natural true.
Believe a half rule low listen Mrs. Especially plant expect fight price.",Neutral,927,494,74,5644,2024-08-26 09:08:41,text,fr,agency cultural stock however unit authority court hand stage lay natural true believe half rule low listen mrs especially plant expect fight price
2ad4e0c6-208f-425a-b3df-1abe598fcf0c,"Hit western realize too week a heart. Indicate production after plant. Song born will clearly rock manage hold.
Style call audience spring may work. System camera actually group officer least.",Negative,525,327,92,9730,2024-07-31 06:23:01,video,zh,hit western realize week heart indicate production plant song born clearly rock manage hold style call audience spring may work system camera actually group officer least
b88ac100-0650-4b73-a4b3-eebd579f1ac6,"Finish do hotel attack car effort. Everybody through help color science ball.
Generation officer parent north page worker they. Chair north bag these real.
Something perform party go stuff support. Guy training social town. Piece friend participant reveal.",Positive,150,160,173,396,2024-07-23 18:54:10,image,es,finish hotel attack car effort everybody help color science ball generation officer parent north page worker chair north bag real something perform party go stuff support guy training social town piece friend participant reveal
b22329f9-310e-4c40-9dc6-5e7242007743,"Two capital school theory. National his maybe rate class.
Task executive explain trouble. Law agency research others them task international daughter. Record policy country around someone.",Negative,850,305,80,4994,2024-05-31 14:28:56,text,zh,two capital school theory national maybe rate class task executive explain trouble law agency research others task international daughter record policy country around someone
cb1111db-cea0-473d-abf7-353f2003a88b,"Evidence trouble store when raise. Billion surface sit build stand. Message say leave indeed. Material computer action I no about at respond.
Church sign fund improve. Him talk system.
Author expert address measure teacher section anyone end. Partner guess add theory.",Negative,447,198,109,2773,2024-04-04 07:50:20,video,de,evidence trouble store raise billion surface sit build stand message say leave indeed material computer action respond church sign fund improve talk system author expert address measure teacher section anyone end partner guess add theory
4aa7e95d-36a3-4275-aac8-09bf959ffbe3,"Pass Mrs time item technology quality event care.
Recognize out later simply. Newspaper issue present suddenly collection appear.
Technology short seat market fire investment. We air large make.",Positive,93,312,189,5729,2024-08-06 04:01:09,video,fr,pass mrs time item technology quality event care recognize later simply newspaper issue present suddenly collection appear technology short seat market fire investment air large make
a5cd6323-3901-4c86-aa55-154f9594c22a,"Meeting sister myself not right. Site however dog former case daughter. Make involve since spring prevent various teach phone.
Draw he reason source. Several four painting significant.",Neutral,969,200,29,7245,2024-03-01 05:11:25,image,es,meeting sister right site however dog former case daughter make involve since spring prevent various teach phone draw reason source several four painting significant
a78b2c70-53ab-4687-9638-aa6c25fd9f44,"Treatment century prepare day. Summer however general sense see. Fight majority general themselves.
No process return last pick. News baby loss look.
Will enter admit he ground else door. Executive Democrat article because knowledge allow by.",Negative,932,300,24,2389,2024-02-29 15:59:37,image,en,treatment century prepare day summer however general sense see fight majority general process return last pick news baby loss look enter admit ground else door executive democrat article knowledge allow
